image_path,label,source,source_type,source_name,source_url,license_type,license_url,attribution_note,permission_note,notes,reviewed,reviewer,privacy_checked,split,near_duplicate_group
datasets/raw/rice_clear_commons_0031.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Asia_Rice_paddy.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_031
datasets/raw/rice_clear_commons_0032.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_field_in_Tarlac_-_panoramio.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_032
datasets/raw/rice_clear_commons_0033.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_research_fields.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_033
datasets/raw/rice_clear_commons_0034.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Oryza_sativa_subsp_paddy_field.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_034
datasets/raw/rice_clear_commons_0035.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_plant_(Oryza_sativa).jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_035
datasets/raw/rice_clear_commons_0036.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_Paddy_Field.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_036
datasets/raw/rice_clear_commons_0037.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Plain_rice_field.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_037
datasets/raw/rice_clear_commons_0038.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_paddy_fields.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_038
datasets/raw/rice_clear_commons_0039.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_field_at_Patacbo,_Basista,_Pangasinan.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_039
datasets/raw/rice_clear_commons_0040.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_Paddy_P6240056.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_040
datasets/raw/rice_clear_commons_0041.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Rice_paddy_(3384021601).jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_041
datasets/raw/rice_clear_commons_0042.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Cut_rice_in_paddy_fields.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_042
datasets/raw/rice_clear_commons_0043.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_Paddy_Field_in_Bangladesh.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_043
datasets/raw/rice_clear_commons_0044.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:A_paddy_field_(rice_field)_in_bangladesh.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_044
datasets/raw/rice_clear_commons_0045.jpg,rice_clear,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:LPCC-677-Fulles_bandera_d%27Oryza.jpg,,,,,"Candidate Commons rice image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_045
datasets/raw/plant_not_rice_commons_0046.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Maize_plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_046
datasets/raw/plant_not_rice_commons_0047.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wheat_Plants.JPG,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_047
datasets/raw/plant_not_rice_commons_0048.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Wheat_Plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_048
datasets/raw/plant_not_rice_commons_0049.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sugar_cane_plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_049
datasets/raw/plant_not_rice_commons_0050.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sugarcane_plant_01.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_050
datasets/raw/plant_not_rice_commons_0051.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sugar_cane_is_planted_in_Taraba_State.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_051
datasets/raw/plant_not_rice_commons_0052.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Houseplant_Calathea_orbifolia.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_052
datasets/raw/plant_not_rice_commons_0053.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Indoor_Plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_053
datasets/raw/plant_not_rice_commons_0054.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Indoor_plant_-_Flickr_-_GeorgeTan%5E5.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_054
datasets/raw/plant_not_rice_commons_0055.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Indoor_Plant_culture.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_055
datasets/raw/plant_not_rice_commons_0056.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Houseplants.JPG,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_056
datasets/raw/plant_not_rice_commons_0057.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Phlebodium_aureum_indoor_plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_057
datasets/raw/plant_not_rice_commons_0058.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Basil_plants.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_058
datasets/raw/plant_not_rice_commons_0059.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Basil_plant_01.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_059
datasets/raw/plant_not_rice_commons_0060.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Basil_plant_in_a_pot_03.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_060
datasets/raw/plant_not_rice_commons_0061.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Holy_Basil_Plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_061
datasets/raw/plant_not_rice_commons_0062.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Young_lemon_basil_plant_(Ocimum_%C3%97_africanum).jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_062
datasets/raw/plant_not_rice_commons_0063.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Bean_plant.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_063
datasets/raw/plant_not_rice_commons_0064.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Corn_Plant.JPG,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_064
datasets/raw/plant_not_rice_commons_0065.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Corn_Plants.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_065
datasets/raw/plant_not_rice_commons_0066.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:K.Pudur_Village_Corn_plants.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_066
datasets/raw/plant_not_rice_commons_0067.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Taraxacum_officinale_leaf1_(16189363040).jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_067
datasets/raw/plant_not_rice_commons_0068.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Triticum_aestivum_(3885581829).jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_068
datasets/raw/plant_not_rice_commons_0069.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Helianthus_annuus_leaf-9-16-04.jpg,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_069
datasets/raw/plant_not_rice_commons_0070.jpg,plant_not_rice,wikimedia commons,commons_file_page,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Phaseolus_vulgaris_003.JPG,,,,,"Candidate Commons non-rice plant image. Exact file-page license and attribution still need manual confirmation.",no,,no,,group_070
